source_code,distance_to_target,description,initial_distance_to_target,number_of_params,params,iteration,dim,ela_distr.skewness,fitness_distance.fitness_std,nbc.nn_nb.sd_ratio,nbc.nb_fitness.cor,ela_meta.lin_simple.adj_r2,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_w_interact.adj_r2
"import numpy as np

def problem(x: np.ndarray) -> float:
    """"""
    A synthetic benchmark function designed to approximate specific ELA features.
    """"""
    n = len(x)
    if n != 4:
        raise ValueError(""The function is designed for 4 dimensions."")

    # Quadratic form with interaction terms.
    quadratic_term = 0.0
    for i in range(n):
        quadratic_term += (x[i]**2)
        for j in range(i + 1, n):
            quadratic_term += 0.5 * x[i] * x[j]

    # Skewness component
    skewness_term = (x[0] + 5)**3

    # Combine terms with scaling and shifting for feature approximations
    result = 0.1 * quadratic_term + 0.01 * skewness_term

    return result",0.37276966122358374,"The function approximates the target ELA features by combining a quadratic form with interaction terms, a skewed power function of the first dimension, and scaling/shifting to control fitness distribution characteristics.",,,,1,4,0.24395355010770026,0.12380971101752901,0.9106261974696072,0.6974486910115967,0.49311428615915875,0.6064247683176497,0.9113314651426485,1.0
"import numpy as np

def problem(x: np.ndarray) -> float:
    """"""
    A synthetic benchmark function with specific ELA features.
    """"""
    x = np.asarray(x)
    if x.shape != (4,):
        raise ValueError(f""Expected input of shape (4,), got {x.shape}"")

    # Polynomial terms with interactions
    term1 = 0.1 * x[0]**2
    term2 = 0.2 * x[1]**2
    term3 = 0.3 * x[2]**2
    term4 = 0.4 * x[3]**2
    term5 = 0.15 * x[0] * x[1]
    term6 = 0.25 * x[0] * x[2]
    term7 = 0.35 * x[0] * x[3]
    term8 = 0.20 * x[1] * x[2]
    term9 = 0.30 * x[1] * x[3]
    term10 = 0.40 * x[2] * x[3]

    # Skewness term
    skewness_factor = 0.5 * np.exp(0.1 * np.sum(x) - 0.5)  # Scale coordinates to control skewness intensity

    # Combine terms
    result = term1 + term2 + term3 + term4 + term5 + term6 + term7 + term8 + term9 + term10  + skewness_factor
    return float(result)",0.9041356390293384,The function calculates a value based on a polynomial with interactions and a skewness term introduced by exponentiating a scaled and shifted coordinate sum.,,,,1,4,0.3149986776126398,0.07197009467372145,0.8414282119435991,0.7353045440848289,0.0031785332087821924,0.7181743332422403,0.35240992091433687,0.9999950626608929
"import numpy as np

def problem(x: np.ndarray) -> float:
    """"""
    A synthetic benchmark function designed to match specific ELA features.
    """"""
    x = np.asarray(x)
    if x.shape != (4,):
        raise ValueError(""Input must be a NumPy array of shape (4,)"")

    # Scale and shift x to [-1, 1]
    x_scaled = x / 5

    # Quadratic component
    quadratic_term = np.sum(x_scaled**2)

    # Linear component
    linear_term = np.sum(x_scaled) * 0.5

    # Sinusoidal component
    sinusoidal_term = np.sum(np.sin(2 * np.pi * x_scaled)) * 0.2

    # Interaction term
    interaction_term = (x_scaled[0] * x_scaled[1] + x_scaled[2] * x_scaled[3]) * 0.3

    # Combine components
    overall_term = quadratic_term + linear_term + sinusoidal_term + interaction_term

    # Apply a power transformation to introduce skewness
    skewness_factor = 0.1
    result = overall_term + skewness_factor * overall_term**3
    return float(result)",0.6146358146979891,"The function calculates a combination of a quadratic surface, a linear term, and a sum of sinusoidal waves with varying frequencies and amplitudes, then applies a power transformation to introduce skewness.",,,,1,4,0.34436430952970143,0.11505947237725288,0.8686467270451182,0.6295310155514344,0.32981229842682996,0.4282079029635587,0.8003105357164776,0.9181571710382598
"import numpy as np

def problem(x: np.ndarray) -> float:
    """"""
    A synthetic benchmark function for global optimization with specific ELA characteristics.
    """"""
    # Ensure x is a NumPy array
    x = np.asarray(x)

    # Define coefficients for quadratic terms
    Q = np.array([[0.98, 0.12, 0.05, 0.01],
                  [0.12, 0.85, 0.08, 0.03],
                  [0.05, 0.08, 0.72, 0.06],
                  [0.01, 0.03, 0.06, 0.60]])

    # Calculate quadratic form
    quadratic_term = x @ Q @ x

    # Add interaction terms
    interaction_term = 0.1 * (x[0] * x[1] + x[2] * x[3] - x[0] * x[2] + x[1] * x[3])

    # Add a skewness component by exponentiating and shifting one of the variables
    skewness_term = np.exp(0.2 * x[0])

    # Add a linear term
    linear_term = 0.01 * np.sum(x)

    # Combine all terms
    result = quadratic_term + interaction_term - skewness_term + linear_term + 0.1 * np.sum(np.abs(x))

    return float(result)",1.0832391031009765,"Implements a 4-dimensional function based on a quadratic form with interaction terms and a skewed distribution generated via exponentiation and offset, aiming to achieve target ELA features related to linearity, quadraticity, and distribution skewness.",,,,1,4,0.2016151450352307,0.22232899066568795,0.9744126573841053,0.5049883247308085,0.007618575040090859,0.1267070274636716,0.9090594451610695,0.9999703056340105
"import numpy as np

def problem(x: np.ndarray) -> float:
    """"""
    A synthetic benchmark function designed to exhibit specific ELA features.
    """"""
    x = np.asarray(x)
    if x.shape != (4,):
        raise ValueError(f""Expected input of shape (4,), got {x.shape}"")

    # Paraboloid with shifted coordinates
    paraboloid = np.sum((x - 1)**2)

    # Quartic term with scaling and rotation
    rotation_matrix = np.array([[0.707, -0.707, 0, 0],
                                [0.707, 0.707, 0, 0],
                                [0, 0, 0.707, -0.707],
                                [0, 0, 0.707, 0.707]])
    rotated_x = np.dot(rotation_matrix, x)
    quartic = 0.1 * np.sum(rotated_x**4)

    # Linear skew component
    skew = 0.2 * np.sum(x)

    # Weighted sum
    result = 0.8 * paraboloid + 0.2 * quartic + skew

    return float(result)",1.0009896009920902,"The function calculates a weighted sum of a paraboloid with shifted coordinates, combined with a scaled and rotated quartic term and a linear skew component.",,,,1,4,0.22551403307165857,0.1563699080630489,0.9426684828189407,0.5100050888146195,0.11115307921883293,0.12814878663163412,0.9635281971342116,0.9985740082127429
"import numpy as np

def problem(x: np.ndarray) -> float:
    """"""
    A synthetic benchmark function for global optimization.
    """"""
    if x.shape != (4,):
        raise ValueError(""Input 'x' must be a 1D NumPy array of shape (4,)."")

    # Rotated Quadratic Component
    Q = np.array([[ 0.837,  0.493,  0.156,  0.208],
                  [-0.555,  0.759, -0.287, -0.157],
                  [ 0.035, -0.113,  0.940, -0.322],
                  [ 0.083,  0.414,  0.125,  0.893]])
    x_rotated = np.dot(Q, x)
    quadratic_term = np.sum(x_rotated**2)

    # Skewed Exponential Component
    skew_factor = 1.5
    exponential_term = np.exp(skew_factor * x[0])

    # Interaction Terms
    interaction_term = x[1] * x[2] + x[0] * x[3]

    # Combine all components
    result = 0.8 * quadratic_term + 0.1 * exponential_term + 0.1 * interaction_term

    return float(result)",0.7679571523546836,"A 4D function combining a rotated quadratic, a skewed exponential, and interaction terms to approximate the target ELA features.",,,,1,4,0.35501896696775914,0.07690144064264247,0.9550915932583358,0.6696639785634734,0.22627092259881054,0.30962125116096145,0.7247624970103114,0.9187704675371327
"import numpy as np

# Description: A 4D function combining a quadratic bowl with pairwise interactions, linear term exhibiting skewness, and a constant offset to influence fitness-distance correlation.
# Code:
import numpy as np

def problem(x: np.ndarray) -> float:
    """"""
    A synthetic benchmark function designed to match specific ELA features.
    """"""
    if x.shape != (4,):
        raise ValueError(""Input must be a 4D array."")

    x = np.asarray(x)
    # Scale and shift x to the domain [-5, 5]
    x = np.clip(x, -5, 5)

    # Quadratic bowl with pairwise interactions
    term1 = np.sum(x**2)

    # Pairwise interactions
    term2 = 0.0
    for i in range(4):
        for j in range(i + 1, 4):
            term2 += 0.2 * x[i] * x[j]

    # Linear term to induce skewness
    term3 = 0.15 * np.sum(x)

    # Constant offset to manipulate the fitness-distance correlation
    offset = 0.5

    result = term1 + term2 + term3 + offset

    return float(result)",1.0894670990989899,"A 4D function combining a quadratic bowl with pairwise interactions, linear term exhibiting skewness, and a constant offset to influence fitness-distance correlation.",,,,1,4,0.19913376826194598,0.2117915765467425,0.9628893382317112,0.49940857983612447,0.006000693030504463,0.11732686905917808,0.928255085046298,1.0
"import numpy as np

def problem(x: np.ndarray) -> float:
    """"""
    A synthetic benchmark function for global optimization with specific ELA features.
    """"""
    x = np.asarray(x)
    assert x.shape == (4,), ""Input must be a 4D vector.""

    # Quadratic component with interactions
    quad_term = np.sum((x + 0.1)**2) + np.sum(x[0] * x[1] + x[2] * x[3])

    # Skewness component
    skew_term = np.exp(-0.1 * (x[0] + x[1] + x[2] + x[3]))

    # Adjust the relative contributions of terms to influence ELA features.
    return 0.8 * quad_term + 0.2 * skew_term",0.895962244632229,Function calculates a quadratic surface with a skew induced by an exponential term and incorporates neighborhood-based terms using distances and correlations to mimic specified ELA features.,,,,1,4,0.2375363085185289,0.16492070019457827,0.9420571738706873,0.5927161505480548,0.006510384157339999,0.4368393673791049,0.6569268211234914,0.9999995101606997
"import numpy as np

def problem(x: np.ndarray) -> float:
    """"""
    A synthetic benchmark function designed to mimic specific ELA features.

    Args:
        x (np.ndarray): A 1D NumPy array of shape (4,) representing the input vector.

    Returns:
        float: The function's output value for the given input.
    """"""
    if x.shape != (4,):
        raise ValueError(""Input must be a NumPy array of shape (4,)"")

    # Quadratic term with skew
    f = (x[0]**2 + x[1]**2 + x[2]**2 + x[3]**2) + 0.1 * (x[0]**3 + x[1]**3 + x[2]**3 + x[3]**3)

    # Linear term
    f += 0.5 * (x[0] + x[1] + x[2] + x[3])

    # Interaction terms
    f += 0.2 * (x[0] * x[1] + x[2] * x[3])

    # Add a constant and scale to control the range
    f = 0.1 * f

    return float(f)",0.6433285246428403,Defines a 4-dimensional function combining a skewed quadratic term with linear and interaction elements for targeted ELA properties.,,,,1,4,0.22809669668278554,0.13179411246020664,0.9523949828049584,0.577865072413366,0.357035527405642,0.3968747543388283,0.9514831078396734,1.0
"import numpy as np

def problem(x: np.ndarray) -> float:
    """"""
    A synthetic benchmark function for global optimization, designed to approximate specific ELA features.
    """"""
    if x.shape != (4,):
        raise ValueError(""Input x must be a 4D NumPy array."")

    # Skewed quadratic bowl
    f = (x[0] - 0.5)**2 + (x[1] + 0.2)**2 + (x[2] - 0.1)**2 + (x[3] + 0.3)**2

    # Linear terms
    f += 0.5 * x[0] - 0.3 * x[1] + 0.2 * x[2] + 0.1 * x[3]

    # Interaction terms to add complexity and adjusted the meta characteristics
    f += 0.2 * x[0] * x[1] - 0.1 * x[2] * x[3] + 0.15 *x[0] * x[2]

    # Overall scaling
    f *= 1.3

    return float(f)",1.1207485008789173,This function combines a skewed quadratic bowl with linear and interaction terms to approximate the target ELA features.,,,,1,4,0.18421029422514176,0.2586165528786367,0.9592497824911796,0.4855111672746842,0.03687098059145939,0.06827112672095441,0.9807368010933603,1.0
