source_code,distance_to_target,description,initial_distance_to_target,number_of_params,params,iteration,dim,ela_distr.skewness,fitness_distance.fitness_std,nbc.nn_nb.sd_ratio,nbc.nb_fitness.cor,ela_meta.lin_simple.adj_r2,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_w_interact.adj_r2
"import numpy as np

def problem(x: np.ndarray) -> float:
    """"""
    Deterministic synthetic benchmark function with a mix of linear, quadratic,
    and interaction terms designed to produce a diverse ELA landscape in [-5, 5]^N.

    Mathematical structure (N = x.shape[0]):
      f(x) = a0
             + sum_i lin_coeff[i] * x_i
             + sum_i quad_coeff[i] * x_i^2
             + 0.5 * x^T * W * x
             + sum_i cubic_coeff[i] * x_i^3

    Where:
      - lin_coeff[i]  = 1.0 + 0.2*(i % 3) - 0.1*(i % 2)
      - quad_coeff[i] = 0.5 + 0.1*(i % 4)
      - cubic_coeff[i] = 0.05 * ((-1)**i) * (i + 1)
      - W is a symmetric matrix with zero diagonal and
        W[i,j] = W[j,i] = 0.05 / (i + j + 3) for i < j

    Notes:
      - The domain is [-5, 5]^N; the function is deterministic (no randomness).
      - All operations are purely NumPy-based and use only standard arithmetic.
      - The combination of linear, quadratic (diagonal), and interaction terms
        plus a small cubic term is chosen to give a rich, controllable landscape
        that can emulate target ELA features (e.g., linearity vs. nonlinearities,
        skewness, and neighbor-based structure).

    Parameters:
      x (np.ndarray): 1D input array of shape (N,).

    Returns:
      float: objective value f(x).
    """"""
    x = np.asarray(x)
    N = x.shape[0]

    # Coefficient schedules (deterministic, depend only on index)
    lin_coeff = np.array([1.0 + 0.2*(i % 3) - 0.1*(i % 2) for i in range(N)], dtype=float)
    quad_coeff = np.array([0.5 + 0.1*(i % 4) for i in range(N)], dtype=float)
    cubic_coeff = np.array([0.05 * ((-1)**i) * (i + 1) for i in range(N)], dtype=float)

    # Linear term
    lin = np.dot(lin_coeff, x)

    # Quadratic (diagonal) term
    quad_diag = np.dot(quad_coeff, x**2)

    # Interaction term: build symmetric W with zero diagonal
    W = np.zeros((N, N), dtype=float)
    for i in range(N - 1):
        for j in range(i + 1, N):
            W_ij = 0.05 / (i + j + 3)  # deterministic, decaying with index sum
            W[i, j] = W_ij
            W[j, i] = W_ij
    quad_interact = 0.5 * float(x @ W @ x)

    # Cubic nonlinearity
    cubic = np.dot(cubic_coeff, x**3)

    a0 = 0.0  # intercept

    f = a0 + lin + quad_diag + quad_interact + cubic
    return float(f)",0.8599647765455518,"
    Deterministic synthetic benchmark function with a mix of linear, quadratic,
    and interaction terms designed to produce a diverse ELA landscape in [-5, 5]^N.

    Mathematical structure (N = x.shape[0]):
      f(x) = a0
             + sum_i lin_coeff[i] * x_i
             + sum_i quad_coeff[i] * x_i^2
             + 0.5 * x^T * W * x
             + sum_i cubic_coeff[i] * x_i^3

    Where:
      - lin_coeff[i]  = 1.0 + 0.2*(i % 3) - 0.1*(i % 2)
      - quad_coeff[i] = 0.5 + 0.1*(i % 4)
      - cubic_coeff[i] = 0.05 * ((-1)**i) * (i + 1)
      - W is a symmetric matrix with zero diagonal and
        W[i,j] = W[j,i] = 0.05 / (i + j + 3) for i < j

    Notes:
      - The domain is [-5, 5]^N; the function is deterministic (no randomness).
      - All operations are purely NumPy-based and use only standard arithmetic.
      - The combination of linear, quadratic (diagonal), and interaction terms
        plus a small cubic term is chosen to give a rich, controllable landscape
        that can emulate target ELA features (e.g., linearity vs. nonlinearities,
        skewness, and neighbor-based structure).

    Parameters:
      x (np.ndarray): 1D input array of shape (N,).

    Returns:
      float: objective value f(x).
    ",,,,1,2,0.2501806202578426,0.20681475516405406,0.8499299433593707,0.8480363152418597,0.41096634939194804,0.41300246568172255,0.9244098209053236,1.0
"import numpy as np

def problem(x: np.ndarray) -> float:
    """"""
    Synthetic 2D benchmark function designed to yield a landscape with
    strong quadratic behavior and significant interaction effects.

    Mathematical form (deterministic, domain [-5, 5]^2):
        f(x1, x2) = c0
                   + c1*x1
                   + c2*x2
                   + c3*(x1*x2)           # interaction
                   + c4*(x1**2)            # simple quadratic
                   + c5*(x2**2)            # simple quadratic
                   + c6*(x1**3)            # skew-inducing term
                   + c7*(x2**3)            # skew-inducing term
                   + c8*sin(pi*x1)           # periodic component
                   + c9*sin(pi*x2)           # periodic component

    Coefficients (chosen to align with target ELA features):
        c0 = 1.0
        c1 = 0.1
        c2 = -0.2
        c3 = 2.0
        c4 = 1.0
        c5 = -1.2
        c6 = 0.6
        c7 = -0.4
        c8 = 0.5
        c9 = -0.4

    Notes:
    - The dominant quadratic terms and the cross-term (x1*x2) promote high
      adj_r2 for quad_w_interact and lin_w_interact in ELA.
    - The cubic terms (x1**3, x2**3) and sine components introduce asymmetry,
      contributing to skewness in the objective distribution.
    - The function is deterministic and well-defined over the domain [-5, 5]^2.

    Parameters
    ----------
    x : numpy.ndarray
        1D input array of shape (N,), where N should be 2 for the intended benchmark.

    Returns
    -------
    float
        Scalar objective value f(x1, x2).
    """"""
    # Ensure input dimensionality (2D domain)
    if x.shape[0] != 2:
        raise ValueError(""Input x must be a 1D array of length 2 for this benchmark function."")

    x1, x2 = x[0], x[1]

    # Coefficients (as described in the docstring)
    c0, c1, c2 = 1.0, 0.1, -0.2
    c3, c4, c5 = 2.0, 1.0, -1.2
    c6, c7 = 0.6, -0.4
    c8, c9 = 0.5, -0.4

    # Build the function value
    val = (
        c0
        + c1 * x1
        + c2 * x2
        + c3 * (x1 * x2)
        + c4 * (x1 ** 2)
        + c5 * (x2 ** 2)
        + c6 * (x1 ** 3)
        + c7 * (x2 ** 3)
        + c8 * np.sin(np.pi * x1)
        + c9 * np.sin(np.pi * x2)
    )
    return float(val)",2.170402824317761,"
    Synthetic 2D benchmark function designed to yield a landscape with
    strong quadratic behavior and significant interaction effects.

    Mathematical form (deterministic, domain [-5, 5]^2):
        f(x1, x2) = c0
                   + c1*x1
                   + c2*x2
                   + c3*(x1*x2)           # interaction
                   + c4*(x1**2)            # simple quadratic
                   + c5*(x2**2)            # simple quadratic
                   + c6*(x1**3)            # skew-inducing term
                   + c7*(x2**3)            # skew-inducing term
                   + c8*sin(pi*x1)           # periodic component
                   + c9*sin(pi*x2)           # periodic component

    Coefficients (chosen to align with target ELA features):
        c0 = 1.0
        c1 = 0.1
        c2 = -0.2
        c3 = 2.0
        c4 = 1.0
        c5 = -1.2
        c6 = 0.6
        c7 = -0.4
        c8 = 0.5
        c9 = -0.4

    Notes:
    - The dominant quadratic terms and the cross-term (x1*x2) promote high
      adj_r2 for quad_w_interact and lin_w_interact in ELA.
    - The cubic terms (x1**3, x2**3) and sine components introduce asymmetry,
      contributing to skewness in the objective distribution.
    - The function is deterministic and well-defined over the domain [-5, 5]^2.

    Parameters
    ----------
    x : numpy.ndarray
        1D input array of shape (N,), where N should be 2 for the intended benchmark.

    Returns
    -------
    float
        Scalar objective value f(x1, x2).
    ",,,,1,2,-0.09024525269968808,2.00800403426286,0.44754688503825557,0.8816331892647692,0.6364966485113326,0.8024487776597272,0.7150674891516466,0.9998956850344498
"import numpy as np

def problem(x: np.ndarray) -> float:
    """"""
    Deterministic 2D synthetic benchmark function for global optimization.

    Mathematical structure (2D domain: x = [x0, x1], with x0, x1 in [-5, 5]):
        f(x) = a1*x0
             + a2*x1
             + b1*x0^2
             + b2*x1^2
             + c  * x0*x1
             + s1 * sin(k*x0)
             + s2 * sin(k*x1)

    Parameters
    ----------
    x : np.ndarray of shape (2,)
        Input decision variables, where -5 <= x0, x1 <= 5.

    Returns
    -------
    float
        The objective value f(x).

    Notes
    -----
    This function is fully deterministic (no randomness). It combines:
      - linear terms (a1*x0, a2*x1)
      - quadratic terms (b1*x0^2, b2*x1^2)
      - a bilinear interaction (c*x0*x1)
      - small nonlinear perturbations via sine terms (s1*sin(k*x0), s2*sin(k*x1))

    Coefficients were chosen to produce a landscape that exhibits a mix of
    linear, quadratic, and interactive behavior within the [-5, 5]^2 domain,
    aiming to yield a diverse Exploratory Landscape Analysis (ELA) feature
    profile similar to target characteristics.
    """"""
    # Ensure input shape compatibility
    x = np.asarray(x).astype(float).reshape(-1)
    if x.shape[0] != 2:
        raise ValueError(""Input x must be a 1D array of length 2 for this 2D benchmark."")

    # Coefficients (deterministic, designed for a rich landscape)
    a1 = 2.0   # linear coefficient for x0
    a2 = -1.5  # linear coefficient for x1

    b1 = 0.8   # quadratic coefficient for x0^2
    b2 = -0.6  # quadratic coefficient for x1^2

    c  = 1.2   # interaction term x0*x1

    s1 = 0.5   # sine perturbation amplitude for x0
    s2 = -0.4  # sine perturbation amplitude for x1

    k = np.pi / 3.0  # frequency for sine terms

    x0, x1 = x[0], x[1]

    f = (a1 * x0
         + a2 * x1
         + b1 * (x0 ** 2)
         + b2 * (x1 ** 2)
         + c * (x0 * x1)
         + s1 * np.sin(k * x0)
         + s2 * np.sin(k * x1))

    return float(f)",1.7329165268279607,"
    Deterministic 2D synthetic benchmark function for global optimization.

    Mathematical structure (2D domain: x = [x0, x1], with x0, x1 in [-5, 5]):
        f(x) = a1*x0
             + a2*x1
             + b1*x0^2
             + b2*x1^2
             + c  * x0*x1
             + s1 * sin(k*x0)
             + s2 * sin(k*x1)

    Parameters
    ----------
    x : np.ndarray of shape (2,)
        Input decision variables, where -5 <= x0, x1 <= 5.

    Returns
    -------
    float
        The objective value f(x).

    Notes
    -----
    This function is fully deterministic (no randomness). It combines:
      - linear terms (a1*x0, a2*x1)
      - quadratic terms (b1*x0^2, b2*x1^2)
      - a bilinear interaction (c*x0*x1)
      - small nonlinear perturbations via sine terms (s1*sin(k*x0), s2*sin(k*x1))

    Coefficients were chosen to produce a landscape that exhibits a mix of
    linear, quadratic, and interactive behavior within the [-5, 5]^2 domain,
    aiming to yield a diverse Exploratory Landscape Analysis (ELA) feature
    profile similar to target characteristics.
    ",,,,1,2,-0.016827355175362938,1.6427070513244262,0.24462996981008575,0.8712449813375106,0.27396586087399455,0.7152751027252512,0.5452293809991717,0.9996776524600794
"import numpy as np

def problem(x: np.ndarray) -> float:
    """"""
    Synthetic benchmark function for global optimization.

    Mathematical form (dimension N = x.shape[0]):
        f(x) = lin(x) + quad_simple(x) + quad_interact(x) + lin_interact(x)

    where:
      - lin(x) = 0.6 * x_0 - 0.4 * x_1  (only uses first two variables; for N < 2 this term is 0)
      - quad_simple(x) = 0.25 * sum_i x_i^2
      - quad_interact(x) = 0.1 * sum_{i<j} x_i * x_j
      - lin_interact(x) = -0.2 * x_0 * x_1  (pairwise interaction between first two vars; 0 if N < 2)

    Notes:
      - Domain is [-5, 5]^N; this function is defined for any N >= 1.
      - The construction emphasizes a mix of linear, quadratic, and interaction terms
        to produce a landscape with varying linearity and curvature characteristics.
      - The function is fully deterministic and uses only NumPy operations.

    Parameters:
      x (np.ndarray): 1D array of shape (N,)

    Returns:
      float: computed objective value f(x)
    """"""
    x = np.asarray(x)
    N = x.shape[0]

    # Linear term on the first two variables (deterministic, safe for N >= 2)
    if N >= 2:
        lin = 0.6 * x[0] - 0.4 * x[1]
        lin_interact = -0.2 * x[0] * x[1]
    else:
        lin = 0.0
        lin_interact = 0.0

    # Quadratic terms (diagonal and off-diagonal)
    quad_simple = 0.25 * np.sum(x ** 2)

    if N >= 2:
        # Off-diagonal interactions for i < j
        k = np.triu_indices(N, k=1)
        quad_interact = 0.1 * np.sum(x[k[0]] * x[k[1]])
    else:
        quad_interact = 0.0

    f = lin + quad_simple + quad_interact + lin_interact
    return float(f)",0.8676223093963892,"
    Synthetic benchmark function for global optimization.

    Mathematical form (dimension N = x.shape[0]):
        f(x) = lin(x) + quad_simple(x) + quad_interact(x) + lin_interact(x)

    where:
      - lin(x) = 0.6 * x_0 - 0.4 * x_1  (only uses first two variables; for N < 2 this term is 0)
      - quad_simple(x) = 0.25 * sum_i x_i^2
      - quad_interact(x) = 0.1 * sum_{i<j} x_i * x_j
      - lin_interact(x) = -0.2 * x_0 * x_1  (pairwise interaction between first two vars; 0 if N < 2)

    Notes:
      - Domain is [-5, 5]^N; this function is defined for any N >= 1.
      - The construction emphasizes a mix of linear, quadratic, and interaction terms
        to produce a landscape with varying linearity and curvature characteristics.
      - The function is fully deterministic and uses only NumPy operations.

    Parameters:
      x (np.ndarray): 1D array of shape (N,)

    Returns:
      float: computed objective value f(x)
    ",,,,1,2,0.25358534494227436,0.22325092330824414,0.8946859743954259,0.8691058797942142,0.3402369180429034,0.39264578146930046,0.9385571683394676,1.0
"import numpy as np

def problem(x: np.ndarray) -> float:
    """"""
    Deterministic synthetic benchmark function designed for Exploratory Landscape Analysis (ELA)
    in the domain [-5, 5]^N.

    Mathematical structure (deterministic, no randomness):
      Let N = len(x)
      s1 = sum_i x_i
      s2 = sum_i x_i^2

      The function combines:
        - linear component:      c1 * s1
        - quadratic simple (sum of squares): c2 * s2
        - quadratic with interactions (sum over i<j x_i x_j): c3 * s12
          where s12 = ((s1)^2 - s2) / 2
        - cubic skew component:    c4 * (s1)^3
        - mean-cubed component:     c5 * mean(x^3) = c5 * (sum_i x_i^3) / N

      f(x) = c1*s1 + c2*s2 + c3*s12 + c4*(s1)^3 + c5*(sum_i x_i^3)/N

      Coefficients are chosen to yield a diverse landscape with linear, quadratic, and
      interaction effects, plus skewness in the objective value distribution, while
      remaining deterministic and within the domain [-5, 5].

    Domain considerations:
      - All terms are polynomials in x_i, hence valid for any x in [-5, 5]^N.
      - The function is smooth and differentiable; no stochastic elements are used.

    Parameters:
      x : numpy.ndarray
          1D array of shape (N,), representing a point in [-5, 5]^N.

    Returns:
      float
          The objective value f(x).
    """"""
    # Ensure input is 1D
    x = np.asarray(x).reshape(-1)
    N = x.size

    # Coefficients chosen to produce a varied landscape with the desired qualitative traits
    c1 = 1.0   # linear
    c2 = 0.3   # quadratic without interactions
    c3 = 0.8   # quadratic with interactions (cross terms)
    c4 = 0.2   # cubic skew (s1^3)
    c5 = 0.1   # mean of cubes (x^3)

    s1 = x.sum()
    s2 = (x * x).sum()
    s12 = ((s1 * s1) - s2) / 2.0  # sum_{i<j} x_i x_j

    mean_x3 = (x * x * x).sum() / float(N)

    f = c1 * s1 + c2 * s2 + c3 * s12 + c4 * (s1 ** 3) + c5 * mean_x3
    return float(f)",1.7059760332976281,"
    Deterministic synthetic benchmark function designed for Exploratory Landscape Analysis (ELA)
    in the domain [-5, 5]^N.

    Mathematical structure (deterministic, no randomness):
      Let N = len(x)
      s1 = sum_i x_i
      s2 = sum_i x_i^2

      The function combines:
        - linear component:      c1 * s1
        - quadratic simple (sum of squares): c2 * s2
        - quadratic with interactions (sum over i<j x_i x_j): c3 * s12
          where s12 = ((s1)^2 - s2) / 2
        - cubic skew component:    c4 * (s1)^3
        - mean-cubed component:     c5 * mean(x^3) = c5 * (sum_i x_i^3) / N

      f(x) = c1*s1 + c2*s2 + c3*s12 + c4*(s1)^3 + c5*(sum_i x_i^3)/N

      Coefficients are chosen to yield a diverse landscape with linear, quadratic, and
      interaction effects, plus skewness in the objective value distribution, while
      remaining deterministic and within the domain [-5, 5].

    Domain considerations:
      - All terms are polynomials in x_i, hence valid for any x in [-5, 5]^N.
      - The function is smooth and differentiable; no stochastic elements are used.

    Parameters:
      x : numpy.ndarray
          1D array of shape (N,), representing a point in [-5, 5]^N.

    Returns:
      float
          The objective value f(x).
    ",,,,1,2,0.30874897278455576,1.460049909082387,0.7885993855567726,0.9346268819786527,0.7879967962591266,0.8148074307236036,0.7960369669098583,1.0
"import numpy as np

def problem(x: np.ndarray) -> float:
    """"""
    Deterministic synthetic benchmark function for global optimization.

    Mathematical form (N = len(x), domain assumed [-5, 5]^N):

        linear_term        = sum_i x_i
        quad_simple_term   = sum_i x_i^2
        inter_term          = 0.5 * ( (sum_i x_i)^2 - sum_i x_i^2 )  # sum_{i<j} x_i x_j
        cubic_term         = sum_i x_i^3
        exp_term           = exp(-b * sum_i x_i^2)

        f(x) = a0
               + a1 * linear_term
               + a2 * quad_simple_term
               + a3 * inter_term
               + a4 * cubic_term
               + a5 * exp_term

    Coefficients are chosen to create a mixture of linear, quadratic, interaction, and
    higher-order effects, with a small exponential shaping term to induce skewness
    in the objective distribution over the domain.

    This function is deterministic and uses only NumPy.

    Parameters:
        x (np.ndarray): 1D array of shape (N,)

    Returns:
        float: scalar objective value f(x)
    """"""
    # Ensure input is a 1D numpy array
    x = np.asarray(x).reshape(-1)
    N = x.shape[0]

    # Coefficients (tuned for a plausible, non-trivial landscape in small dimensions)
    a0 = 0.0
    a1 = 0.6
    a2 = -0.45
    a3 = 0.9
    a4 = 0.03
    a5 = 0.6
    b  = 0.4  # controls hardness of the exponential term

    # Core terms
    linear_term   = np.sum(x)
    quad_simple   = np.sum(x**2)
    inter_term    = 0.5 * ((linear_term)**2 - quad_simple)  # sum_{i<j} x_i x_j
    cubic_term    = np.sum(x**3)
    exp_term      = np.exp(-b * quad_simple)

    f = (a0
         + a1 * linear_term
         + a2 * quad_simple
         + a3 * inter_term
         + a4 * cubic_term
         + a5 * exp_term)

    return float(f)",1.8632775974587652,"
    Deterministic synthetic benchmark function for global optimization.

    Mathematical form (N = len(x), domain assumed [-5, 5]^N):

        linear_term        = sum_i x_i
        quad_simple_term   = sum_i x_i^2
        inter_term          = 0.5 * ( (sum_i x_i)^2 - sum_i x_i^2 )  # sum_{i<j} x_i x_j
        cubic_term         = sum_i x_i^3
        exp_term           = exp(-b * sum_i x_i^2)

        f(x) = a0
               + a1 * linear_term
               + a2 * quad_simple_term
               + a3 * inter_term
               + a4 * cubic_term
               + a5 * exp_term

    Coefficients are chosen to create a mixture of linear, quadratic, interaction, and
    higher-order effects, with a small exponential shaping term to induce skewness
    in the objective distribution over the domain.

    This function is deterministic and uses only NumPy.

    Parameters:
        x (np.ndarray): 1D array of shape (N,)

    Returns:
        float: scalar objective value f(x)
    ",,,,1,2,-0.1488384749938023,1.7233831941769149,0.07689425106241746,0.8930964127799366,0.20924619269988354,0.763457101202215,0.4215773063203838,0.9999405075589688
"import numpy as np

def problem(x: np.ndarray) -> float:
    """"""
    Deterministic synthetic benchmark with explicit linear, quadratic, and interaction terms.

    Domain: x in [-5, 5]^N (assumed for validity; function operates on any real-valued vector).

    Mathematical form (N = len(x)):
        Let S = sum_i x_i
        Let Q = sum_i x_i^2

        y = 0.1 * S^2 + 0.5 * S + 0.2 * Q

    Explanation:
    - The term 0.5 * S provides a linear component in the sum of coordinates.
    - The term 0.1 * S^2 introduces global quadratic curvature and implicit pairwise interactions
      since S^2 = sum_i x_i^2 + 2 * sum_{i<j} x_i x_j.
    - The term 0.2 * Q adds a diagonal ( individual x_i^2 ) quadratic contribution.
    - Overall, the function incorporates linear, quadratic (diagonal), and interaction effects
      in a deterministic, closed-form manner and uses only numpy operations.

    This structure is designed to produce a landscape with a mix of linear and nonlinear
    components, enabling exploratory landscape analysis (ELA) features that resemble
    the target tallies when evaluated on the 2D target domain.

    Parameters:
        x (np.ndarray): 1D array of shape (N,).

    Returns:
        float: function value for input x.
    """"""
    S = np.sum(x)
    Q = np.sum(x * x)
    return 0.1 * (S ** 2) + 0.5 * S + 0.2 * Q",0.7530170468874885,"
    Deterministic synthetic benchmark with explicit linear, quadratic, and interaction terms.

    Domain: x in [-5, 5]^N (assumed for validity; function operates on any real-valued vector).

    Mathematical form (N = len(x)):
        Let S = sum_i x_i
        Let Q = sum_i x_i^2

        y = 0.1 * S^2 + 0.5 * S + 0.2 * Q

    Explanation:
    - The term 0.5 * S provides a linear component in the sum of coordinates.
    - The term 0.1 * S^2 introduces global quadratic curvature and implicit pairwise interactions
      since S^2 = sum_i x_i^2 + 2 * sum_{i<j} x_i x_j.
    - The term 0.2 * Q adds a diagonal ( individual x_i^2 ) quadratic contribution.
    - Overall, the function incorporates linear, quadratic (diagonal), and interaction effects
      in a deterministic, closed-form manner and uses only numpy operations.

    This structure is designed to produce a landscape with a mix of linear and nonlinear
    components, enabling exploratory landscape analysis (ELA) features that resemble
    the target tallies when evaluated on the 2D target domain.

    Parameters:
        x (np.ndarray): 1D array of shape (N,).

    Returns:
        float: function value for input x.
    ",,,,1,2,0.36456539211271577,0.23556319630017838,0.907656702779899,0.8564778890842761,0.2662135333752519,0.4386677832320945,0.8422582560729047,1.0
"import numpy as np

def problem(x: np.ndarray) -> float:
    """"""
    Synthetic 2D benchmark function designed to exhibit a mix of linear,
    quadratic, and higher-order interactions within the domain [-5, 5]^2.

    Mathematical formula (deterministic):
        Let x1 = x[0], x2 = x[1]
        linear part:      lin   = w1*x1 + w2*x2
        quadratic part:   quad  = q1*x1^2 + q2*x2^2
        interaction part: inter = r*x1*x2
        cubic-part:       cubic = x1^3 - x2^3
        mixed-part:        mix   = x1^2*x2 - x1*x2^2

        f(x) = A*lin + B*quad + C*inter + D*cubic + E*mix

    Coefficients are chosen to be deterministic:
        w1 = 1.2, w2 = -0.9
        q1 = 0.5, q2 = -0.3
        r  = 0.7
        A  = 1.0, B = 0.4, C = 0.8, D = 0.2, E = 0.6

    This composition yields a landscape with:
      - mixture of linear and nonlinear (quadratic and interaction) structure
      - skewed distribution of values due to cubic terms
      - nontrivial correlations between gradient directions and curvature

    Domain: [-5, 5]^2 is assumed; the function is differentiable within this domain.

    Parameters:
        x (np.ndarray): 1D array of shape (2,) representing (x1, x2).

    Returns:
        float: The function value f(x).
    """"""
    # Ensure input is 1D with two components
    x1, x2 = x[0], x[1]

    # Coefficients (deterministic)
    w1, w2 = 1.2, -0.9
    q1, q2 = 0.5, -0.3
    r = 0.7
    A, B, C, D, E = 1.0, 0.4, 0.8, 0.2, 0.6

    lin   = w1 * x1 + w2 * x2
    quad  = q1 * x1**2 + q2 * x2**2
    inter = r * x1 * x2
    cubic = x1**3 - x2**3
    mix   = x1**2 * x2 - x1 * x2**2

    f = A * lin + B * quad + C * inter + D * cubic + E * mix
    return float(f)",1.8579792760300913,"
    Synthetic 2D benchmark function designed to exhibit a mix of linear,
    quadratic, and higher-order interactions within the domain [-5, 5]^2.

    Mathematical formula (deterministic):
        Let x1 = x[0], x2 = x[1]
        linear part:      lin   = w1*x1 + w2*x2
        quadratic part:   quad  = q1*x1^2 + q2*x2^2
        interaction part: inter = r*x1*x2
        cubic-part:       cubic = x1^3 - x2^3
        mixed-part:        mix   = x1^2*x2 - x1*x2^2

        f(x) = A*lin + B*quad + C*inter + D*cubic + E*mix

    Coefficients are chosen to be deterministic:
        w1 = 1.2, w2 = -0.9
        q1 = 0.5, q2 = -0.3
        r  = 0.7
        A  = 1.0, B = 0.4, C = 0.8, D = 0.2, E = 0.6

    This composition yields a landscape with:
      - mixture of linear and nonlinear (quadratic and interaction) structure
      - skewed distribution of values due to cubic terms
      - nontrivial correlations between gradient directions and curvature

    Domain: [-5, 5]^2 is assumed; the function is differentiable within this domain.

    Parameters:
        x (np.ndarray): 1D array of shape (2,) representing (x1, x2).

    Returns:
        float: The function value f(x).
    ",,,,1,2,0.06781599162071612,1.628658176022426,0.10274186421114499,0.7799272640949866,0.01484696120198473,0.035185883493692234,0.03231102643706618,1.0
"import numpy as np

def problem(x: np.ndarray) -> float:
    """"""
    Synthetic benchmark function to test global optimization algorithms.

    Mathematical structure (2D domain, x in R^2, domain [-5, 5]^2):
        f(x) = a1*x1 + a2*x2 + b1*x1^2 + b2*x2^2 + c*x1*x2

    Components:
      - Linear terms (a1*x1 + a2*x2) introduce asymmetry in value distribution.
      - Quadratic terms (b1*x1^2 + b2*x2^2) provide curvature.
      - Interaction term (c*x1*x2) adds cross-variable effects.

    Coefficients have been chosen deterministically to yield a landscape with
    both linear and quadratic/interaction structure, while staying within the
    domain [-5, 5]^2. This setup is designed to produce a nontrivial ELA
    feature profile (e.g., skewness in the objective distribution and varied
    adjusted R^2 characteristics for linear/quadratic models) without using any
    randomness.

    Parameters:
      x (np.ndarray): 1D array of shape (2,) representing the point (x1, x2).

    Returns:
      float: The objective value f(x).
    """"""
    # Ensure input is 1D of length 2
    if x.shape != (2,):
        raise ValueError(""Input vector x must be of shape (2,)."")

    x1, x2 = float(x[0]), float(x[1])

    # Coefficients chosen deterministically
    a1, a2 = 1.3, -0.7     # linear terms
    b1, b2 = 0.5, 0.8       # quadratic terms
    c = 0.9                   # interaction term

    f = a1 * x1 + a2 * x2 + b1 * x1**2 + b2 * x2**2 + c * x1 * x2
    return f",0.4507187605074509,"
    Synthetic benchmark function to test global optimization algorithms.

    Mathematical structure (2D domain, x in R^2, domain [-5, 5]^2):
        f(x) = a1*x1 + a2*x2 + b1*x1^2 + b2*x2^2 + c*x1*x2

    Components:
      - Linear terms (a1*x1 + a2*x2) introduce asymmetry in value distribution.
      - Quadratic terms (b1*x1^2 + b2*x2^2) provide curvature.
      - Interaction term (c*x1*x2) adds cross-variable effects.

    Coefficients have been chosen deterministically to yield a landscape with
    both linear and quadratic/interaction structure, while staying within the
    domain [-5, 5]^2. This setup is designed to produce a nontrivial ELA
    feature profile (e.g., skewness in the objective distribution and varied
    adjusted R^2 characteristics for linear/quadratic models) without using any
    randomness.

    Parameters:
      x (np.ndarray): 1D array of shape (2,) representing the point (x1, x2).

    Returns:
      float: The objective value f(x).
    ",,,,1,2,0.28382650487632755,0.16324363896428246,0.8539588199486946,0.8850309518580771,0.15763387454235078,0.6180329137769547,0.5633792985482622,1.0
"import numpy as np

def problem(x: np.ndarray) -> float:
    """"""
    Synthetic benchmark function designed to exhibit a mix of linear,
    quadratic (with and without interactions), and skew-inducing components.

    Mathematical structure (deterministic, domain [-5, 5]^N):
        Let S1 = sum_i x_i
            S2 = sum_i x_i^2
            S3 = sum_i x_i^3
            P  = sum_{i<j} x_i x_j = (S1^2 - S2) / 2

        f(x) = a1 * S1 + a2 * P + a3 * S2 + a4 * S3

    Coefficients are chosen to blend the four ELA feature types in a fixed,
    deterministic manner:
        a1 = 0.5
        a2 = 0.3
        a3 = 0.4
        a4 = 0.2

    This construction yields:
      - linear component (linear_simple/lin_with_interact tendencies),
      - pairwise interaction component (quad_with_interact tendencies),
      - quadratic component without interactions (quad_simple tendencies),
      - a cubic/skew-inducing component (affecting distribution skewness).

    The function is deterministic and purely numpy-based (no randomness).
    Domain validity: all operations are valid for x in [-5, 5]^N.

    Parameters:
        x (np.ndarray): 1D array of shape (N,)

    Returns:
        float: objective value f(x)
    """"""
    x = np.asarray(x)
    S1 = np.sum(x)
    S2 = np.sum(x**2)
    S3 = np.sum(x**3)
    P = (S1**2 - S2) / 2.0  # sum_{i<j} x_i x_j

    a1, a2, a3, a4 = 0.5, 0.3, 0.4, 0.2
    return a1 * S1 + a2 * P + a3 * S2 + a4 * S3",1.0741199121785243,"
    Synthetic benchmark function designed to exhibit a mix of linear,
    quadratic (with and without interactions), and skew-inducing components.

    Mathematical structure (deterministic, domain [-5, 5]^N):
        Let S1 = sum_i x_i
            S2 = sum_i x_i^2
            S3 = sum_i x_i^3
            P  = sum_{i<j} x_i x_j = (S1^2 - S2) / 2

        f(x) = a1 * S1 + a2 * P + a3 * S2 + a4 * S3

    Coefficients are chosen to blend the four ELA feature types in a fixed,
    deterministic manner:
        a1 = 0.5
        a2 = 0.3
        a3 = 0.4
        a4 = 0.2

    This construction yields:
      - linear component (linear_simple/lin_with_interact tendencies),
      - pairwise interaction component (quad_with_interact tendencies),
      - quadratic component without interactions (quad_simple tendencies),
      - a cubic/skew-inducing component (affecting distribution skewness).

    The function is deterministic and purely numpy-based (no randomness).
    Domain validity: all operations are valid for x in [-5, 5]^N.

    Parameters:
        x (np.ndarray): 1D array of shape (N,)

    Returns:
        float: objective value f(x)
    ",,,,1,2,0.2996171894144321,0.4557047311911454,0.3095689290525464,0.8791327589141497,0.7992550285718846,0.8239935889030464,0.8688857065209132,1.0
