,ela_distr.skewness,fitness_distance.fitness_std,nbc.nn_nb.sd_ratio,nbc.nb_fitness.cor,ela_meta.lin_simple.adj_r2,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_w_interact.adj_r2,fid,dim,rep
0,1.0286046252783207,0.0069777717532274,0.4628588388895611,-0.1452213800217951,0.4213245961310927,0.4204590186934358,0.988130223556972,0.9944137881294256,1,2,0
1,0.9799076594481968,0.0065744353998527,0.4630599130737046,-0.1569978486858676,0.4045181075511749,0.4033175505984775,0.9876618750457616,0.9944530819058334,1,2,1
2,0.9915608760533614,0.0067173612242349,0.5434782494592,-0.1535890009799372,0.4228867256619369,0.4317578892998343,0.9880595177852024,0.994670222837701,1,2,2
3,1.0498506112576036,0.0061252410676419,0.5747974970367417,-0.1466091936898609,0.4124393453855526,0.4116402123175798,0.9887055533762452,0.9951625758274196,1,2,3
4,1.0221800833058283,0.0072157593505735,0.5080230431740982,-0.1624676271180613,0.4259415273008349,0.4270240693919623,0.9891608349777616,0.9948006296384696,1,2,4
5,1.0325390117184272,0.0046400193817798,0.442191387867045,-0.1554083115040972,0.4213651616159889,0.4209871592292352,0.989471834816692,0.9949825929592924,1,2,5
6,1.099078389793824,0.0077538913449759,0.5130854829476886,-0.1480476690339152,0.4110151609355684,0.4191941296780054,0.989879317845146,0.9952260464112612,1,2,6
7,1.0704768596339194,0.0067592495448727,0.5794628577559292,-0.1538871218751205,0.4082342370398096,0.4096198747127482,0.9893915834040832,0.9951698216982108,1,2,7
8,1.0574722309813174,0.0068300970799844,0.4647604074665829,-0.1486794333334804,0.4157442877260334,0.4157182331203617,0.98791410746412,0.9944999674227186,1,2,8
9,0.996844408177636,0.0078473231996172,0.4065604869896181,-0.1515436832129303,0.4149947770830446,0.4143753092883446,0.9884838538146106,0.994410008512224,1,2,9
10,1.002676422603661,0.0057860296426053,0.4356668777501668,-0.1455394591436741,0.4257325142535264,0.4263250049778354,0.9893161213761484,0.9947639819751122,1,2,10
11,1.0449811720867543,0.0072563555711389,0.414151500336382,-0.1537197828241125,0.4072258661566956,0.4066141431864788,0.986496903085105,0.9941132369571276,1,2,11
12,1.0328395004536246,0.0061458286109908,0.5386200778475645,-0.1360764882211237,0.4141599772659369,0.413059585331795,0.990256357011714,0.995242421810692,1,2,12
13,1.1029743047915714,0.0055385814789538,0.3968065476654594,-0.1563988440155659,0.4155047469955601,0.4188139263118376,0.9898970516055005,0.9952615412915332,1,2,13
14,1.0672131547854502,0.0080574004737003,0.503344272040536,-0.1560387639817504,0.4216554408446265,0.4236086409620109,0.9874652525167388,0.9946228775285584,1,2,14
15,1.0101430861370435,0.0071391026646573,0.45003271145354,-0.1675965910142225,0.417678572859116,0.4175125108615048,0.9869015890423408,0.994446351761363,1,2,15
16,1.019697412382407,0.0059642948331656,0.2567647881570611,-0.1393972843877897,0.4056144863215822,0.4142536143792095,0.9850281810011976,0.9936203222239188,1,2,16
17,1.0451463231422646,0.0063956496641476,0.4861619092434813,-0.1485513177671621,0.4197237444947658,0.4186136775788144,0.9892650769400346,0.9952130937689408,1,2,17
18,1.0266049192503033,0.0057528362005603,0.3739177727415535,-0.1544995683167736,0.4125117260939949,0.4116770031569623,0.988921282485522,0.9950468283033878,1,2,18
19,1.0741810740554638,0.0053128050495256,0.5952297912412119,-0.1441933510717623,0.4107234098689153,0.4096687019222793,0.991072832536714,0.9953982170188436,1,2,19
20,1.1204277841222916,0.0070204020340578,0.5460286020932813,-0.1505389030871911,0.4276889197181722,0.4272463593429102,0.9919472548113668,0.996038460027245,1,2,20
21,0.9844552202350916,0.0067617456681015,0.5498873705743508,-0.1485541835760823,0.4227136829435275,0.4493811805185687,0.989802411424981,0.9952291068802808,1,2,21
22,1.0478706270624398,0.0059128432974725,0.4278635138205162,-0.1474141960367837,0.4208457599175205,0.4216017121196668,0.9908658969369404,0.9956806124435428,1,2,22
23,1.0952913549766168,0.0064878616293435,0.4179992822100716,-0.1532867743666688,0.4099542264318413,0.4088262130789667,0.9897574871112176,0.9951413360212444,1,2,23
24,1.0812927566824757,0.0061046193201507,0.5042344396822681,-0.1412616169649603,0.4219863969900235,0.4231964549682765,0.9896360503813408,0.9950786129816126,1,2,24
25,1.0210415984487713,0.0058861859219757,0.4867838506307454,-0.1493939928871127,0.4114590359926031,0.4107612275389007,0.9900512655586589,0.995102352843818,1,2,25
26,1.1044030522860535,0.0066157895550006,0.5767131200216387,-0.1609393082884523,0.4114010515086421,0.4103305617764523,0.9910076274723016,0.9956451980661004,1,2,26
27,1.0092731308398333,0.008087852087083,0.4769430001593084,-0.1507179770626139,0.4173605802763346,0.4183175419476158,0.9880347065925422,0.9945449278705514,1,2,27
28,1.055098662111918,0.0061895465001145,0.5325812386488563,-0.141969307911528,0.4119630838783514,0.4139423093063498,0.9902126188091446,0.9954823704537142,1,2,28
29,1.0589303259744771,0.0070647817651778,0.38422495602046,-0.1416889377785154,0.4060601294171794,0.4053437154988225,0.988006330498241,0.9943339225880976,1,2,29
30,1.0501127506919616,0.0058468825589492,0.4547026169604785,-0.1385130145674575,0.4067749000708013,0.4067747703368746,0.9894211171783492,0.9949153597355398,1,2,30
31,1.0443285606891115,0.0051819894976057,0.4708785869383659,-0.1576641276200824,0.4190792419862676,0.4179119242019489,0.9888213336694072,0.9949598049181276,1,2,31
32,1.038841622682181,0.0061041435462208,0.561759770106368,-0.1487876510267864,0.4084226574081712,0.4074064953798232,0.9873950652098764,0.9941158883943036,1,2,32
33,1.0034473561425183,0.0070163580209693,0.5493401638388881,-0.1572751223666016,0.4053878015173556,0.40422353282876,0.9891477510313578,0.9947783415875444,1,2,33
34,0.9700202589384116,0.0074162940771648,0.533103418320113,-0.1568859785529155,0.4141595691600042,0.4151663785328253,0.9878181955324116,0.9944186190944708,1,2,34
35,1.0459110099385729,0.0062401466745303,0.3781386994051864,-0.1545038814306253,0.4017576578081164,0.4064995308589488,0.9879622964945544,0.9943922296573008,1,2,35
36,1.104682233230989,0.0066000507511603,0.5147430306724375,-0.1443938219648685,0.4305228137149243,0.4431275136380409,0.9889714135091362,0.9950358317988274,1,2,36
37,1.0180994507826573,0.0056803502772259,0.464011501278847,-0.142382497499405,0.4277833585266987,0.4306647635258137,0.990631334617037,0.9956193323770152,1,2,37
38,1.062951603618512,0.0057993421959076,0.4533031608067855,-0.1408791427265218,0.403202091871229,0.4034927507291616,0.9903247575819116,0.9955058106147754,1,2,38
39,1.0533178634157034,0.007211654731266,0.4677390625962017,-0.150512949117058,0.4224050209848076,0.4214255668160255,0.989312353108106,0.9950107188640428,1,2,39
40,1.0222059377242707,0.0060896789943672,0.5510783665117351,-0.1468232312754864,0.4278893688459689,0.4427982199239044,0.9886631351690988,0.9946870300166308,1,2,40
41,1.072551841937805,0.0065973887827154,0.4587541534079846,-0.1410079562609892,0.4331920919343534,0.4323143848619668,0.9890920868769456,0.994804333227941,1,2,41
42,1.0420774800874266,0.0059547804230201,0.5570594755645131,-0.1446507281583602,0.4339207468883903,0.4423015879668374,0.9903532778609798,0.9952754012995052,1,2,42
43,1.023120194714854,0.0063600579890996,0.5563615848890696,-0.1402320560486544,0.409206057874681,0.4100576658143416,0.9897961172747975,0.9951002011240696,1,2,43
44,1.027866275084218,0.0067857984785041,0.4295963927988628,-0.1466578346863262,0.417395211304986,0.4163121007196965,0.987260324689401,0.9942276888250764,1,2,44
45,1.0067374028858322,0.0065050915102488,0.5627647024712729,-0.1493207946892074,0.4194512669625282,0.4189323066143698,0.9906137719012312,0.9956841078433372,1,2,45
46,1.034905080906641,0.0080327710904639,0.493007932636379,-0.1469375969027284,0.3939128568422747,0.3928380009297457,0.9892550358993112,0.9951442021774902,1,2,46
47,1.052757267710758,0.0053058842783968,0.3810173995878709,-0.1424893475653045,0.3968521987810526,0.3977335662111,0.9897843884413194,0.995148625099742,1,2,47
48,1.1166353157834443,0.0061406331718034,0.4280386128308185,-0.1467752653524345,0.4062850630563863,0.4069598866514754,0.9887276411150452,0.9947887870783324,1,2,48
49,1.1248227943122764,0.0067068483239187,0.5350406242644616,-0.1418489276223814,0.4135021498848799,0.4136236690879437,0.9910029326313324,0.9958519341039532,1,2,49
50,1.0532776637025294,0.0067741962800171,0.4433021230209051,-0.1565754845654748,0.4034650800346926,0.4036716596383598,0.9897148576436542,0.9948518119031464,1,2,50
51,1.0512715687690293,0.0066675148360179,0.545195672506872,-0.1528530865308219,0.4120954784366986,0.4160067836583944,0.989267400143511,0.994998918397294,1,2,51
52,1.080966654735836,0.0067474778574756,0.5390872342896404,-0.1481871236296574,0.4007337388311525,0.4000622607284925,0.9905491452755374,0.9954245514511576,1,2,52
53,1.0813682307276482,0.0065969461321486,0.3941330323613059,-0.151154512472304,0.4062294644619477,0.4054177564174019,0.9896094584890872,0.9949230615957784,1,2,53
54,1.1326523018631245,0.0075255004472517,0.5399603750574465,-0.1429211375739061,0.4148951721880959,0.4146937018036943,0.9894323313708374,0.9950563326664694,1,2,54
55,1.0352474597636787,0.0051012278688469,0.5194083532001759,-0.1423000605919572,0.4117680326210325,0.4106080276688931,0.9898101562199468,0.995064708441495,1,2,55
56,1.033973005472831,0.0075482212804626,0.5136951197666743,-0.1543725078783281,0.4084363338879725,0.4145827810455768,0.989318296793662,0.9949893618874768,1,2,56
57,1.0057993578189577,0.0082259816581058,0.4933003435236162,-0.1480667866210821,0.4172511919517266,0.4167601243690887,0.9883634096083804,0.994773863264046,1,2,57
58,0.9877369042790264,0.0051882393890362,0.4740373977026008,-0.1622412001773701,0.4127197204641211,0.4122821013035449,0.9907344887675444,0.995692389803982,1,2,58
59,1.042065693316046,0.0053063161769701,0.5024340182147216,-0.1405160258447599,0.4040390562664924,0.419197589213621,0.990489092732228,0.9954774955259014,1,2,59
60,1.104645541753862,0.0060423715462313,0.3705083918152662,-0.13543608505615,0.4180342830771061,0.4187541477522944,0.989645191780631,0.9951730608601782,1,2,60
61,1.0849367662682787,0.0067173398478663,0.4952362828016226,-0.1550900886819776,0.4093016898466379,0.4110980237506768,0.9900867158011624,0.9954767698879822,1,2,61
62,1.0450483732430915,0.0063549363070439,0.407305453984202,-0.1492914086280969,0.4147581324886741,0.4167803387117174,0.9888734786673816,0.99481710451439,1,2,62
63,0.9919908033352935,0.0061291484358327,0.4599033024160517,-0.1524390197561516,0.4254903175125453,0.4264658176490237,0.9899718057803024,0.9952966796586774,1,2,63
64,1.0255890101254614,0.005130258364872,0.4569459954470201,-0.1554690447809627,0.396961256621085,0.3976349759970671,0.990505606359365,0.9952254343142144,1,2,64
65,1.0542167292230715,0.0065107600049801,0.5528683174411659,-0.1509809120445619,0.4126412404256659,0.4117557271346219,0.989443225092769,0.9950427821727148,1,2,65
66,1.0495181199048302,0.0067800513539948,0.3983629629487435,-0.1480216087635603,0.4077624946456355,0.4097505986445473,0.9888221859367036,0.9945372263513288,1,2,66
67,1.0199963626803372,0.0061166818251581,0.4285344518536934,-0.1410930582651648,0.4041314324389171,0.4030631600127277,0.9904631967223664,0.9954115889774902,1,2,67
68,1.06221594883013,0.0071368145417321,0.4946430536370371,-0.1472678661866027,0.4073949036334989,0.4332553355983336,0.9898139167921958,0.9953671426922586,1,2,68
69,1.0465105106280133,0.006158449218812,0.5354996129112722,-0.1541518140647511,0.4186132827354077,0.4185850204635852,0.990392972742816,0.9954539393550978,1,2,69
70,1.0759271072815113,0.0070757207816596,0.4197092370399419,-0.149031198871252,0.4071047942473542,0.4078734481631744,0.9867022833402505,0.9943461799289584,1,2,70
71,0.995601139385383,0.0058181853799174,0.5769155884351134,-0.1477318274486318,0.4175209974819012,0.416440743803168,0.989658992834733,0.9950880277949712,1,2,71
72,1.0328667659685882,0.0060159395827468,0.4021136587898692,-0.1359945657994594,0.4232770683424212,0.4251292448731065,0.9885014781554476,0.9945083293867576,1,2,72
73,1.058920782022453,0.0072620345122352,0.4671343602234851,-0.1477629918823425,0.4056565974546237,0.4044586295797365,0.9872123812895204,0.9945628345184592,1,2,73
74,1.039615859785061,0.0053276603948221,0.5508142862812837,-0.1404482066441045,0.4033874817190601,0.4029357682080219,0.9896647052660326,0.9952105619571834,1,2,74
75,1.000292958288564,0.0065050572443251,0.4488026332247913,-0.1464853242687127,0.4148502298574004,0.4238967851993406,0.9901921780082684,0.9953445680112082,1,2,75
76,1.0269716214314766,0.0062772668701932,0.4503915622631934,-0.1479960229436218,0.4075098530197899,0.4063287174936041,0.9877611128637336,0.994415951764404,1,2,76
77,1.071275073146812,0.0074608497214445,0.4671383458287345,-0.1411818739145915,0.4105492712336318,0.4100264089815314,0.9884286080190676,0.9947155131565129,1,2,77
78,1.042362994968651,0.0058901492930516,0.4865925090986809,-0.1445457362691899,0.4119402915139102,0.411038386285116,0.9907041740957367,0.9953799500147734,1,2,78
